bay_id,lat,lon,has_restriction_data
66449,-37.813169982778604,144.95544500296842,True
66459,-37.81337774058336,144.9547207103931,True
66454,-37.81326272176674,144.955118941283,True
63239,-37.81694890635765,144.95772898544482,True
63241,-37.81698561653002,144.9576001542189,True
63242,-37.81700299746663,144.9575395867738,True
63237,-37.81691313922765,144.95785408681016,True
63245,-37.81708546644565,144.957246417828,True
63226,-37.81705852112091,144.95709868149874,True
63224,-37.81702338829923,144.957223551761,True
63211,-37.816703992099264,144.95825846752902,True
63214,-37.816759786443036,144.95806288472357,True
63215,-37.81677815686639,144.95799762915135,True
63213,-37.81674118682413,144.95812807807323,True
